"challenge_id","question_id","question_text","answer_id","answer_text"
769,3708,What is the dollar amount mentioned for the lowest-priced ticket?,3708,20$
769,3709,Which place is named as the location for the meeting?,3709,Sheraton Lodge
769,3710,Ticket cost is said to depend on what?,3710,the seats
769,3711,What condition does Lidia set for going with him to the wedding?,3711,He must ask me himself.
770,3712,What mileage value is given for how far the highway runs for New Hampshire Route 32?,3712,14.139 miles
770,3713,Which ZIP code is shown in parentheses for West Chesterfield?,3713,03466
770,3714,What year is stated for when the Jaffrey Center Historic District was listed on the National Register of Historic Places?,3714,1975
770,3715,"Besides New Hampshire Route 10, which route is also named as the downtown endpoint for NH 78?",3715,New Hampshire Route 119
770,3716,"According to the text, how many major intersections are there between NH 78's endpoints?",3716,There are no major intersections
771,3717,What day-and-month is stated for when the Battle of Puebla took place?,3717,5 May
771,3718,What date range is given for when the Battle of Palembang occurred near Palembang on Sumatra?,3718,13–15 February
771,3719,Where does the text say Beneke was born?,3719,"Fort Worth, Texas"
771,3720,Why was the rue d'Austerlitz originally named rue des Fossés?,3720,because it ran along the ditches dug at the base of the old wall.
771,3721,Which fort is identified as the only one with guns that had enough range to reach the American fleet?,3721,Fort San Antonio Abad
772,3722,What bank-account balance did he check at the casino ATM?,3722,"$13,400"
772,3723,What was the name of the slot machine in the high-limit area?,3723,Triple Stars
772,3724,In what year did Alexa Internet start donating their crawl data to the Internet Archive?,3724,1996
772,3725,After what period are the data added to the Wayback Machine?,3725,an embargo period
772,3726,What term does the industry refer to in quotes for the trancelike state?,3726,continuous gaming productivity
773,3727,What action does Amy say company policy says they can't do to him?,3727,fire him
773,3728,What temperature range does Lorenzo give?,3728,16-19 degrees
773,3729,How much money does Josephine state as the price she paid?,3729,100$
773,3730,At what time does Peter suggest meeting in the lobby?,3730,8.30
773,3731,"By what time must Sophie be back home tomorrow, according to Carlotta?",3731,10am
774,3732,Since what month and year has the SBA's Surety Bond Guarantee Program been operational?,3732,April 1971
774,3733,"In FY2018, how many bid and final surety bonds did the SBA guarantee?",3733,"10,800"
774,3734,"If a federal contracting officer certifies that a guarantee is necessary, what is the higher contract amount stated?",3734,$10 million
774,3735,"For the up-to-90% guarantee, what contract-size threshold is explicitly stated?",3735,"$100,000 or less"
774,3736,The PSB participation prohibition does not apply to which group?,3736,the surety's affiliates
775,3737,Who is the 1973 Italian giallo-poliziottesco film directed by?,3737,Romolo Guerrieri
775,3738,What total did The Police Serve the Citizens? gross in Italy?,3738,₤1.033 billion
775,3739,A bag-in-box is a container for the storage and transportation of what?,3739,liquids
775,3740,Who invented the first commercial BiB system?,3740,William R. Scholle
775,3741,The one-way valve opens only under what from the attached connector?,3741,pressure
776,3742,Which number did Rolling Stone rank Glenn Danzig at on its list of the 200 Greatest Singers of All Time?,3742,199
776,3743,"How many copies did the first pressing of ""Bullet"" consist of?",3743,"1,000"
776,3744,In what year was Domarto listed as a singer at the Church of Our Lady in Antwerp?,3744,1449
776,3745,"What never took place, despite a planned distribution deal with Ork Records?",3745,distribution through Ork
777,3746,What percentage did the NTIA 2017 survey finding report for Americans ages 3 and older who used the Internet?,3746,78 percent
777,3747,What percentage did the 2018 Pew Research Center survey find for American adults who reported using some kind of social media platform?,3747,69 percent
777,3748,"What is the stated maximum civil-penalty amount per violation, per day, for violating a trade regulation rule under the FTC Act?",3748,"$41,484"
777,3749,Which specific APA section is named as the rulemaking process COPPA directed FTC to use for promulgating its regulations?,3749,APA section 553
777,3750,What category of entities is FTC prohibited from taking action against under certain circumstances?,3750,common carriers
778,3751,What six-digit number is given after the words “The reference number is”?,3751,889905
778,3752,"In the Secret Santa chat, what dollar cap is stated?",3752,15 $
778,3753,"In Alex’s seating details, which row is mentioned?",3753,Row 7
778,3754,Nick says they can’t get in because Steve did what to the key in the laundry room?,3754,locked our key in the laundry room
778,3755,Denise gives a calling window; call her at what time or later?,3755,8 or later
779,3756,What figure is stated as the neighborhood amount of the hefty sum?,3756,$3 mil
779,3757,What is Kazakhstan's currency?,3757,Tenge
779,3758,What ordinal number is Kazakhstan ranked in its corruption index?,3758,122nd
779,3759,"Which two-word phrase follows ""due to"" in the sentence about Sting backing out of a paid gig?",3759,alleged mistreatment
779,3760,What single word is used to describe the status of how much money was given?,3760,unclear
780,3761,Which setting does Lois tell Homer to put his phone in?,3761,airplane mode
780,3762,What time does Erin suggest for the swim?,3762,3pm?
780,3763,What is the puppy’s name in Kai and Anna’s chat?,3763,Pepper!
780,3764,Homer asks Lois to let him sleep until what?,3764,I wake up
780,3765,Where does Dolores say the lasagna is kept?,3765,in the fridge
781,3766,What temperature (in degrees) does Racheal say it is?,3766,-12 degrees
781,3767,"In Tom’s address, what location name appears after the comma?",3767,Salt Lake City
781,3768,To what time has tomorrow’s meeting been moved up?,3768,1pm
781,3769,From what point is the additional 10 days counted?,3769,the deadline
781,3770,"During this time, what is said to be strictly forbidden?",3770,alcohol
782,3771,In which month and year did Alan Blyth review the album on LP in Gramophone?,3771,October 1978
782,3772,What is the name of Clark's general manager mentioned as chief among the heads of departments?,3772,William Menelaus
782,3773,How many spines are stated for the first dorsal fin of the Atlantic threadfin?,3773,8 spines
782,3774,"According to the text, what was lessened as a result of using Thomas's recitatives rather than the libretto's original dialogue?",3774,the impact of the opera's mélodrames
782,3775,What does the text state as the reason Lee couldn't play for the Puerto Rico national team?,3775,lost his amateur status
783,3776,What time does Anny say DJ Orkia should show up?,3776,8 pm
783,3777,What fault label is shown when Fiona switches the washing machine on?,3777,F8
783,3778,What number does Steve give for Craig's age?,3778,48
783,3779,What warranty form does John name for the repairs?,3779,return to base warranty
783,3780,How far ahead does Darren ask to be notified?,3780,an hour before
784,3781,"In calendar year 2014, what share of all issued patents did the text state for patents related to business methods?",3781,more than 28 percent
784,3782,What number is given for the majority of examiners who reported having somewhat or much less time than needed to complete an examination?,3782,67 percent
784,3783,What is the stated length of the opportunity following issuance described for post-grant review?,3783,9-month
784,3784,What time limit is stated for issuing the final written decision after the institution decision?,3784,1 year
784,3785,"Under the CBM program, what must be true of a party for it to be allowed to petition?",3785,It must be sued or charged in an infringement suit.
785,3786,Which named operation involved introducing fake bills of the new currency?,3786,Operation Persil
785,3787,What was the cattle herd size in 2006?,3787,"14,000 head"
785,3788,From what year to what year was the Queen's Own Royal West Kent Regiment in existence (as stated)?,3788,1881 to 1961
785,3789,"In the referendum description, what did a ""no"" vote mean?",3789,immediate independence
785,3790,What two-word clause states the exception to the four-year tenure limit?,3790,unless reappointed
786,3791,What numeric value is stated for the hidden state size of the biLSTMs?,3791,200
786,3792,"In the described bootstrap sampling, what is the stated iteration count?",3792,500 iterations
786,3793,What is the stated total number for the pairwise comparisons?,3793,8800
786,3794,What is the stated reason for excluding the content ordering metric?,3794,our extraction system does not align records to the input text
786,3795,"Under what condition can the records be truncated to (attribute, value) pairs?",3795,When all the records are about the same entity
787,3796,Which country does Joe name in his reply to Jennifer?,3796,Spain
787,3797,What is the stated in-house hourly charge given by Kas?,3797,12GBP per hour
787,3798,What deposit amount is stated by Debra?,3798,$500
787,3799,"How many days must someone work to get the bonus, as stated by Agatha?",3799,270 days
787,3800,What sick-leave duration is stated as the non-exceeding limit by Agatha?,3800,21 days
788,3801,About how many kilometres south of Darwin is Rum Jungle described as being?,3801,about 105 kilometres south of Darwin
788,3802,Réard's string bikini was made from only how much fabric?,3802,30 sqin
788,3803,What circulation number is given for November 2013?,3803,"158,059"
788,3804,Territory Enterprises Pty Limited is stated to be a subsidiary of what?,3804,the Rio Tinto Group
788,3805,A two-piece suit wasn't a genuine bikini unless it could be pulled through what?,3805,a wedding ring
789,3806,What is the page count phrase used for the letter to the HHS?,3806,88 page
789,3807,What exact time span is stated for compiling the letter?,3807,virtually a year
789,3808,"In the sentence about disease outcome, what is the exact phrase indicating two-factor dependence?",3808,depends both on
789,3809,"According to the parenthetical remark, pertussis is very rarely dangerous usually only to whom?",3809,newborns under three months old
789,3810,Which company is named as paying for the publication?,3810,Merck
790,3811,In what year was Creative Assembly founded?,3811,1987
790,3812,By how much is the International version shorter?,3812,10 minutes
790,3813,Chaosium discontinued the game in 1997 after what?,3813,poor sales
790,3814,Hirsau is not to be confused with Hirsau in which place?,3814,Baden-Württemberg
790,3815,He was booked as a Mini-Estrella to obscure the fact that he was what age when he began wrestling?,3815,only 11
791,3816,What time is given for when the gold pocket watch ceased running?,3816,8:23
791,3817,What fraction is stated for the model’s length relative to the 40-foot-long submarine?,3817,one-sixth
791,3818,How many pounds did the torpedo weigh that was used to sink the enemy ship?,3818,135 pounds
791,3819,What term is used for the rupturing of blood vessels in the lungs?,3819,pulmonary hemorrhage
791,3820,"In the statement about spar attachment, which two-word phrase indicates a single charge did not follow the rule?",3820,except one
792,3821,In which year was Tennis New Zealand founded?,3821,1886
792,3822,What was the stated cap for the lineup in the 2009 Eurocup Formula Renault 2.0 season?,3822,38 entries
792,3823,What start date is given for when the 1995 EA Generali Open was held?,3823,31 July
792,3824,"According to the text, what do the current ATP rules do to such a motion?",3824,prohibit
792,3825,What age threshold is stated for Seniors Tennis NZ players?,3825,35 years
793,3826,Which person is named in parentheses after “The Chair”?,3826,Hon. Anthony Rota
793,3827,What numbered meeting is welcomed?,3827,12th meeting
793,3828,What petition number does Ms. Elizabeth May say she is presenting?,3828,431-00215
793,3829,The petitions segment is limited to what time span?,3829,15 minutes
793,3830,Proceedings will be suspended how often to allow employees to substitute safely?,3830,45minutes
794,3831,What year is given after the line stating the edition was first published?,3831,1915
794,3832,What two-word phrase begins the address line immediately before “JOHN STREET ADELPHI”?,3832,NUMBER FIVE
794,3833,What three-word amount is stated for the sum of money associated with the Fund?,3833,thirteen thousand pounds
794,3834,"According to the text, what was the sum of money to be called?",3834,The Coxon Fund
794,3835,What three-word phrase says there was no exception to the rule he had just enunciated?,3835,absolutely no exception
795,3836,"In the Boritzer passage, the book ""What is God?"" was first published in what year?",3836,1989
795,3837,In which year did Thompson join Bradford Park Avenue from Barry Town?,3837,1934
795,3838,"On what date was the film released, according to the Nallavan Vazhvan passage?",3838,31 August 1961
795,3839,"The screenplay was written by C. N. Annadurai, from a story by whom?",3839,Na. Pandurangan
795,3840,Theodred's death was sometime between which years?,3840,995 and 997
796,3841,Election administration attracted significant attention in what year?,3841,2000
796,3842,How many main parts does the typical federal election process have?,3842,three
796,3843,How much did HAVA authorize for three main types of formula-based payments to states?,3843,$3.65 billion
796,3844,The Help America Vote Act of 2002 requires states to establish what kind of standard?,3844,a uniform standard of what counts as a vote
796,3845,All states but which one have also contributed to establishing and maintaining the statewide voter registration lists required by HAVA?,3845,North Dakota
797,3846,"Which name appears immediately after the line ""Translated by""?",3846,Katharine Prescott Wormeley
797,3847,"In the dedication line, what word follows ""To The Lieutenant-Colonel of Artillery,""?",3847,Periollas
797,3848,"What is the numeric label shown directly before ""Grassou de Fougeres (Pierre)"" in the catalogue excerpt?",3848,510.
797,3849,"In the quoted sentence giving a reason for employing him, what amount is stated as being laid by each year?",3849,twenty thousand francs
797,3850,"According to the statement beginning ""Without selection by the Academy"", what does it say there will be no?",3850,Salon
798,3851,What numeric amount is mentioned about the relationship that was lost?,3851,2.5 million
798,3852,Which weekday is given for when the fresh feed was delivered by helicopter?,3852,Wednesday
798,3853,What duration does Adam say he is going away for?,3853,3 months
798,3854,What date-number is stated for the regular blog post deadline?,3854,the 10th
798,3855,"According to the commercial, fees are not taken until what happens?",3855,you get paid
799,3856,What date is given for the release of the album mentioned as the fourth studio album by Rihanna?,3856,"November 23, 2009"
799,3857,"What amount is stated for the prize that the favourites could ""walk away with""?",3857,"£20,000"
799,3858,What was the value of the recording contract offered on the show named New Faces?,3858,"$146,000"
799,3859,What work to rest ratio is stated for circuit times?,3859,2:1
799,3860,"In the provided example about replicating competition rounds, what duration is given for a round?",3860,3 minutes
800,3861,Which years are stated for when the Plymouth Barracuda was manufactured by Chrysler Corporation?,3861,1964 through 1974
800,3862,What is named as the exception to what the fastback design shared with the Plymouth Valiant?,3862,wraparound rear glass
800,3863,Which option code is given for the front-only elastomeric (rubber) colored bumpers?,3863,A21
800,3864,What year is stated for when Ghioldi Mechanical Workshops was founded?,3864,1898
800,3865,What date is stated for the release of the album Demons via Fearless Records?,3865,"October 30, 2015"
801,3866,Huntington Stadium was completed in which month and year?,3866,October 1989
801,3867,What month and year did York Community Stadium open?,3867,December 2020
801,3868,On what date did the 2014–15 Oman Professional League season begin?,3868,11 September 2014
801,3869,"In the Oman Professional League, how many foreign players are allowed per team?",3869,four per team
801,3870,Pickoffs and step-offs which reset the pitch clock are only allowed what total per plate appearance?,3870,two times
802,3871,What year is given for Nissan offering EAL as an option on the Nissan President?,3871,1971
802,3872,What year is given for Hüffelsheim's first documentary mention?,3872,766
802,3873,In what year was the debut cookbook inducted into the James Beard Foundation’s Cookbook Hall of Fame?,3873,2006
802,3874,"According to the text, why could Hans Hoeller's anti-tank troop not pass through Benouville?",3874,too heavy resistance from British parachutists
802,3875,Which person is named as having settled in Dapto?,3875,Joseph Marceau
803,3876,In what year was the Epagneul Picard Club established?,3876,1921
803,3877,What average lifespan is stated for the Picardy Spaniel?,3877,14 years
803,3878,Detection dogs are used in what named brigade of the U.S. Department of Agriculture?,3878,Beagle Brigade
803,3879,What date is given for the merger with the Club of Blue Picardy Spaniel?,3879,28 July 1937
803,3880,Which kennel club is explicitly stated as not recognising the Picardy Spaniel?,3880,Canadian Kennel Club
804,3881,How many medical article abstracts does the training set comprise?,3881,"4,741"
804,3882,How many abstracts are in the test set?,3882,191
804,3883,What minimum length criterion caused sentences to be excluded?,3883,fewer than two tokens
804,3884,The re-weighting was stated to be equivalent to what?,3884,down-sampling the difficult sentences
804,3885,What was the stated cost of the re-annotation?,3885,"$3,000"
805,3886,In what season and year did the text say the court hearings began?,3886,spring 2006
805,3887,What date is given for when the new trial started?,3887,29 September 2008
805,3888,What date is stated for the film being finally released in the United States?,3888,"October 21, 1977"
805,3889,What running time is specified as the bare-minimum for a theatrical release?,3889,90 minutes
805,3890,Which particles are stated as the only case that will be considered?,3890,massive particles
806,3891,"What date is given after the word ""born"" for Bernard Bonvoisin?",3891,9 July 1956
806,3892,Whose stage name is Caspar Babypants?,3892,Chris Ballew
806,3893,How many albums in total has Caspar Babypants released?,3893,17
806,3894,Who handles distribution for the albums?,3894,Burnside Distribution
806,3895,From when has Caspar Babypants exclusively performed solo?,3895,since April 2012
807,3896,"During production, what name was the story referred to as before the later rename connected to having more Saxon extras?",3896,The Vikings
807,3897,On what date did the flight echelon fly to Henderson Field on Guadalcanal?,3897,"August 30, 1942"
807,3898,"In January 1863, what rank was Terry promoted to?",3898,lieutenant commander
807,3899,"Under which provision is interference with the right of respect for private life permissible when the text introduces the condition beginning ""in accordance with the law""?",3899,Article 8(2)
807,3900,What restriction is stated about when the Pregnancy variant appears?,3900,only appears in pregnancy
808,3901,What time expression does Terry use for the departure?,3901,tomorrow at 8
808,3902,Which store-and-city phrase does Laszlo name as the purchase place?,3902,Whole Foods in Arlington
808,3903,What date does Gina give when asked about the anniversary?,3903,1 December
808,3904,What four-word sequence starts Adam’s stated reason for sending the messages?,3904,because we want you
808,3905,Felicia asks to be told only if what specific availability statement holds?,3905,Johnson's book is available
809,3906,How many layers is the diffusion network composed of?,3906,four different layers
809,3907,What is the stated maximum value for AUROC?,3907,94%
809,3908,"In the lifetimes list, what comes immediately after “6 hours”?",3908,12 hours
809,3909,Which classifier is described as holding AUROC=0.5?,3909,random baseline classifier
809,3910,What tweet threshold is used when filtering out articles?,3910,less than 50 tweets
810,3911,What date is given for the proclamation of the first town area?,3911,28 June 1976
810,3912,Into which place did Mr Etienne Prop Smith move?,3912,Tuyshuys
810,3913,What reported amount is stated for the sale of Cristiano Ronaldo to Juventus?,3913,€117 million
810,3914,Which cup is stated as the predecessor of the FIFA Club World Cup?,3914,Intercontinental Cup
810,3915,How long is stated before Gomez returned to the English-speaking market?,3915,three years
811,3916,"In the SaGa Frontier description, how many protagonists are available to play as?",3916,seven
811,3917,"On Starfleet uniforms in TNG-era shows, what exact placement is specified for the badges?",3917,left breast
811,3918,What time is given for the switchyard truck incident?,3918,9:20 a.m.
811,3919,EDG 1-A is stated to have failed to start because of what?,3919,a protective safety trip
811,3920,What phrase begins Paragraph 15 and states that the method applies independent of variant?,3920,Regardless of color variant
812,3921,What number is stated for DOD’s Military Entrance Processing Stations throughout the country?,3921,65
812,3922,What duration is specified for delivering the first inductees after draft authorization by the President and the Congress?,3922,193 days
812,3923,What is the case name given for the 1981 Supreme Court case mentioned in the text?,3923,Rostker v. Goldberg
812,3924,"According to the 1997 memorandum of understanding, what time period is stated for augmenting the Selective Service System after a draft is initiated?",3924,72 hours
812,3925,On what date did the Secretary of Defense and the Chairman of the Joint Chiefs of Staff rescind the 1994 rule described?,3925,"January 24, 2013"
813,3926,Ngũgĩ wrote the novel while he was a student at what institution?,3926,Makerere University
813,3927,Which series is the novel stated to be among?,3927,African Writers Series
813,3928,How many sections is the book said to be divided into?,3928,two parts
813,3929,What count is given for Mr. Howlands' children?,3929,three
813,3930,What does Ngotho fear happening regarding his employment?,3930,lose his job
814,3931,What price did Howard give for the speakers?,3931,12 bucks
814,3932,What is the discount code that was shared?,3932,XSHOES25
814,3933,Which phone number did James include?,3933,111 111 222
814,3934,Kimberly says she is closed because she is teaching a weekend of yoga in which place?,3934,Berlin
814,3935,"In Fiona's message, which single word introduces a possible extra item after ""Nah, that's it.""?",3935,Unless
815,3936,What date appears in parentheses after the name Per Martinsen?,3936,31 July 1966
815,3937,UPMC has its roots in the ____ establishment of Presbyterian Hospital.,3937,1893
815,3938,"Roe Highway terminates at this interchange, continuing northwards as what?",3938,Murdoch Drive
815,3939,Op. cit. thus refers the reader to the ____.,3939,bibliography
815,3940,Given names or initials are not needed unless the work cites how many authors with the same surname?,3940,two
816,3941,"What year appears after ""Washington: GPO,"" in the entry for the Senate Manual?",3941,2014
816,3942,"Which edition is specified for the item titled ""Congress A to Z.""?",3942,6 th ed.
816,3943,"What code is shown immediately after the words ""CRS Video"" in the entry about ""An Act of Congress""?",3943,WVB00003
816,3944,"The publication ""Constitution, Jefferson's Manual, and Rules of the House of Representatives"" is often referred to as what?",3944,House Rules and Manual
816,3945,"""Congress: An Introduction to Process and Resources"" is offered only to which group?",3945,"permanent, professional congressional staff"
817,3946,How long did Veronica say it would take?,3946,30 min
817,3947,Where did Peter say the shuttle bus is?,3947,outside the arrivals
817,3948,What time did Mai specify for starting early?,3948,6.30
817,3949,What did Kelly say she would do before responding the next day?,3949,think about it
817,3950,"In Johann's line, what four-word sequence comes after the word ""unless""?",3950,we stop it NOW
818,3951,"In the opening description, the announcement on 5 October 1918 was made with the permission of whom?",3951,the British military
818,3952,What duration is stated for how long Gouding lasted?,3952,approximately 400 years
818,3953,In which year was the Ganzhou Uyghur Kingdom established?,3953,894
818,3954,OETA is described as a joint military administration involving which two nationalities?,3954,British and French
818,3955,"In the 'as long as' clause about not stationing troops in Syria, which government is named as the sole supplier of advisers?",3955,the French government
819,3956,What year is stated for the last U.S. FMD outbreak?,3956,1929
819,3957,For how long can the vaccine concentrate be stored at extremely cold temperatures?,3957,about 5 years
819,3958,How many distinct variations are stated for the FMD virus?,3958,seven
819,3959,Which acronym is identified as the lead agency for responding to outbreaks of foreign animal diseases?,3959,APHIS
819,3960,What exception is stated for working with live FMD virus on the U.S. mainland?,3960,absent a permit granted by the Secretary of Agriculture
820,3961,"Which year is given for the translation as ""The Floating Prison""?",3961,2003
820,3962,What three-word description follows the name of Kaa?,3962,huge old python
820,3963,What age is Mowgli stated to be about?,3963,about 16 years old
820,3964,"Complete the phrase from the text: ""This has resulted in the ____"".",3964,perpetuation of a myth
820,3965,What is stated as preventing the bees from attacking Mowgli?,3965,The garlic
821,3966,What is the stated price of the cooking class?,3966,150
821,3967,"According to the summary, when was Conrad's last time smoking?",3967,2 months ago
821,3968,"In the bag summary, which color is recommended for Mia?",3968,black
821,3969,"In George's sentence, what does he say he has to do if he doesn't want to get fat?",3969,make some sport
821,3970,"In the party summary, what is given as the reason Pam won't come?",3970,out of town
822,3971,What is the publication date shown near the top of the piece?,3971,"September 5, 2010"
822,3972,What dollar amount is stated for what several City employees are being paid per month?,3972,"$12,000"
822,3973,"In the parenthetical showing an equivalence, what quantity is given before “=one unit”?",3973,748 gal
822,3974,Which section number is cited after the phrase “as defined by” for very low incomes?,3974,Section 50105
822,3975,Determinations described in subdivision (f) are exempt from which act?,3975,California Environmental Quality Act
823,3976,In what year was Sarre cemetery discovered?,3976,1843
823,3977,Which institution purchased the artefacts found during construction work at Sarre windmill?,3977,the British Museum
823,3978,Which organization excavated Sarre cemetery in 1863?,3978,the Kent Archaeological Society
823,3979,At which cemetery is William Rockhill Nelson buried?,3979,Mt. Washington Cemetery
823,3980,"Which word immediately precedes the phrase ""of when the birth actually occurred""?",3980,regardless
824,3981,What client account number does Vivianne give Louis?,3981,34034099
824,3982,Which venue name is stated for the meeting location?,3982,Sheraton Lodge
824,3983,What time is given for meeting up at the gates?,3983,2pm
824,3984,Which amount is stated as needing to be settled to fix the issue?,3984,€30.40
824,3985,What place is mentioned as the required destination after the online option is refused?,3985,your local office
825,3986,Which year does the text state that Prince George became Duke of Kent?,3986,1934
825,3987,What date is given for Prince George's baptism at Windsor Castle?,3987,26 January 1903
825,3988,What is the identifier shown in parentheses after the act name?,3988,H.R. 698
825,3989,"In Fraser v Children's Court, Pretoria North and Others, the court suspended its order for two years so that Parliament could do what?",3989,amend the law accordingly
825,3990,Prior to what milestone must paternity be convincingly established?,3990,18th birthday
826,3991,"In the header description for CRD (film), what year appears immediately after the words ""CRD is a""?",3991,2016
826,3992,"In the Production section for CRD (film), how long did the preparation and improvisation of the actors go on for?",3992,4 months
826,3993,"The Seventh Company Outdoors is described as what to ""Now Where Did the 7th Company Get to?""?",3993,a sequel
826,3994,Peter Levin had to leave the production when he was drafted into what?,3994,the Army
826,3995,What birth date is shown in parentheses after Jason Moore’s name?,3995,"October 22, 1970"
827,3996,What percentage is stated for the memory fraction used by these neural translation models?,3996,5%
827,3997,"In the Tamil example, what count is given for inflectional forms of any given verb?",3997,"30,000"
827,3998,What sentence count is stated for the complete corpus?,3998,"197,792"
827,3999,"For the RNNSearch model, what was the restricted vocabulary size for English?",3999,"60,000"
827,4000,Which token is named as symbolizing an unknown word?,4000,UNK
828,4001,What year did Shetty make her film debut?,4001,2000
828,4002,After how many days did she leave Bigg Boss 3 to attend her sister Shilpa Shetty's wedding?,4002,42 days
828,4003,Which label is given in parentheses as another name for the Papuan dialect?,4003,"""non-central"""
828,4004,Both dialects are described as Austronesian in grammar and vocabulary due to their derivation from what?,4004,Motu
828,4005,What is the season stated as the exception when the club participated in the Belfast-based Minor League?,4005,1929–30
829,4006,What amount did Wagner say he paid for the engagement ring?,4006,$400
829,4007,Name the facility in Plantation where Betty was sedated in a hospital bed.,4007,Westside Regional Medical Center
829,4008,"The ring had been there for 67 years, until when?",4008,last Saturday
829,4009,"After Officer Laurie Graber felt something needed to be done, where did she go?",4009,J.C. Penney
829,4010,"If someone has information on the theft, which organization should be called?",4010,Broward County Crime Stoppers
830,4011,What number is given for the batch size per batch?,4011,2400
830,4012,What is the maximum sentence length limit (in BPE tokens)?,4012,100 BPE tokens
830,4013,Which optimizer is named as being used?,4013,Adam
830,4014,"In the masking procedure, what percentage is specified for items chosen to be masked?",4014,15\%
830,4015,"In the parameter-freezing analysis, which action is stated to lead to the decline on supervised direction?",4015,freezing all the parameters
831,4016,How long does the text say the company spent fighting to trademark the four-fingered wafer shape?,4016,more than a decade
831,4017,What name does the text state Kit Kat was originally called (shown between dashes)?,4017,Rowntree's chocolate crisp
831,4018,Which year is given for when the triangular chocolate brand’s shape was registered?,4018,1998
831,4019,The passage says it is not enough to prove a product became iconic in what quoted portion of the EU?,4019,a significant part
831,4020,Which brand name does the text state is not at issue in the case?,4020,KitKat
832,4021,What is Angela McGlowan's birth date?,4021,"March 2, 1970"
832,4022,How many times has a president won every state?,4022,three times
832,4023,Which liberal magazine is named as publishing the May 1966 article?,4023,The Nation
832,4024,"In the stated list of places the State of Hawaii would not include, what is the first item named?",4024,Palmyra Island
832,4025,"What phrase directly follows ""They served for four years,"" describing an earlier end to the term?",4025,unless removed sooner by the president
833,4026,What is the stated length of Carol's individual lesson in polish?,4026,3 hours
833,4027,At what time is Fabio's exam tomorrow?,4027,7AM
833,4028,Where is Max heading to?,4028,Lanzarote
833,4029,"According to Mary, to succeed you need to keep them what?",4029,interested and involved
833,4030,What is the stated exception to Alan asking him later?,4030,you see him around
834,4031,What is the strike duration stated for the players' strike?,4031,24-day
834,4032,In what year did Mitr Phol begin to produce its own sugar?,4032,1956
834,4033,What had the union missed that week to be eligible to return?,4033,owner-mandated deadline
834,4034,What date is given for the final replacement game?,4034,"October 19, 1987"
834,4035,"When a country is unable to issue new government bonds with 10-year maturity, it is dependent on disbursements from what kind of programme?",4035,a sovereign state bailout programme
835,4036,In what year did Sullivan first perform the song he composed?,4036,1888
835,4037,"What birth date is given in parentheses for the Canadian singer-songwriter from Vernon, British Columbia?",4037,6 May 1981
835,4038,"On what date did Thomas Vesey, 1st Viscount de Vesci, succeed to his father's peerage?",4038,25 June 1761
835,4039,What phrase states the time interval between the 1520 marriage and bearing a son?,4039,a year later
835,4040,How was Baron described at the time her mother co-signed the document?,4040,a fifteen-year-old minor
836,4041,What exact death date (in parentheses) is given for Jacob Le Maire?,4041,22 December 1616
836,4042,What time span is stated for editing Cahiers du cinéma?,4042,1957 to 1963
836,4043,What passage did the sailing orders expressly forbid?,4043,the Strait of Magellan
836,4044,How many of Rohmer's features were not produced by Les Films du Losange?,4044,three
836,4045,In what year was Olav Aaraas decorated with the Royal Norwegian Order of St. Olav?,4045,2010
837,4046,What is the name inside parentheses after the principal variety of purple laver?,4046,Porphyra umbilicalis
837,4047,"In what month and year was ""Albatross"" released as a single?",4047,November 1968
837,4048,"Who composed the piece ""Albatross""?",4048,Peter Green
837,4049,In which city was Huang Rui born?,4049,Beijing
837,4050,"When the definition of a mountain range is stretched to include underwater mountains, what forms the longest continuous mountain system on Earth?",4050,Ocean Ridges
838,4051,What length is stated for the Cleveland Way National Trail?,4051,110 mile
838,4052,Which number is given for the ward's population at the 2011 census?,4052,"1,764"
838,4053,How many pupils does Osmotherley Primary School have?,4053,49
838,4054,"Who is stated to have bought My Bed for £150,000?",4054,Charles Saatchi
838,4055,"When My Bed was displayed at the Tate, which item is stated as not present?",4055,a hangman's noose
839,4056,"In the Netflix Ultra chat, what did Evan say it costs per month?",4056,70PLN a month
839,4057,What exact time is given for when the wedding will start?,4057,3pm
839,4058,What did Laura say she had available in her car?,4058,two free seats
839,4059,Oscar said they needed additional parts; what duration did he say they may need?,4059,another day or two
839,4060,Daijon said it wouldn't be a bad start as long as the job is related to your what?,4060,major
840,4061,"In the “Crème de cassis” passage, what alternative name is given in parentheses after the drink’s name?",4061,Cassis Liqueur
840,4062,"In the “Crème de cassis” passage, the liqueur is described as being made from which fruit?",4062,blackcurrants
840,4063,"In the Ingredients section, which item is stated to be added later?",4063,sugar
840,4064,"In the Uganda passage, on what date was the national flag adopted?",4064,9 October 1962
840,4065,"In the Jonathan passage, what action is stated after the word “then” in the sentence about arrows being beyond him?",4065,run away
841,4066,What quoted nickname is given for Mika Pauli Häkkinen?,4066,The Flying Finn
841,4067,What birth date is stated for Mika Pauli Häkkinen?,4067,28 September 1968
841,4068,"What is the stated weight (with water, oil and driver) for the McLaren MP4/13?",4068,600 kg
841,4069,Which Grands Prix are listed as the events where West logos were not featured on the cars?,4069,"the French, British and German Grands Prix"
841,4070,"After the FIA sided with Ferrari, what was the team allowed to keep?",4070,their results up to that point
842,4071,What month and year are stated for the release of the first sequel in the Traces of Death series?,4071,June 1994
